pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
380,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,4.0,4.0,7.0,6.0,3.0,6.0,6.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0
381,5.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,6.0,3.0,3.0,7.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0
382,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,7.0,6.0,7.0,4.0,4.0,7.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0
383,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,6.0,5.0,7.0,6.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0
384,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
385,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
386,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,7.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0
387,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
388,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,3.0,5.0,4.0,5.0,6.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
389,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0
390,4.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,3.0,4.0,6.0,5.0,2.0,5.0,5.0,2.0,7.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0
391,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0
392,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,3.0,4.0,5.0,6.0,4.0,3.0,6.0,3.0,7.0,7.0,6.0,5.0,6.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,6.0,3.0
393,5.0,4.0,2.0,4.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,7.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0
394,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
395,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0
396,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,2.0,2.0,7.0,1.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0
397,6.0,5.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,1.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,2.0,3.0,4.0,6.0,6.0,4.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0
398,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0
399,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0
400,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,7.0,7.0,7.0,4.0,4.0,3.0,7.0,5.0,4.0,6.0,3.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0
401,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0
402,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,5.0,2.0,6.0,4.0,1.0,6.0,1.0,6.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0
403,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,3.0,4.0,4.0,6.0,3.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
404,1.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,5.0,3.0,2.0,5.0,7.0,4.0,3.0,6.0,1.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0
405,2.0,4.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,6.0,5.0,3.0,1.0,2.0,7.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
406,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,3.0,3.0,5.0,6.0,3.0,5.0,7.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0
407,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,7.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,7.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0
408,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
409,4.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,6.0,4.0,1.0,7.0,5.0,2.0,2.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0
410,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
411,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0
412,5.0,6.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,6.0,4.0
413,4.0,4.0,2.0,4.0,6.0,6.0,3.0,5.0,3.0,7.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,7.0,4.0,6.0,5.0,7.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,4.0,4.0,4.0,6.0,4.0
414,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
415,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
416,6.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,7.0,4.0,4.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0
417,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,6.0,4.0,3.0,2.0,6.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0
418,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,6.0
419,5.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,6.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,4.0,6.0,4.0,2.0,6.0,5.0,3.0,3.0,7.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,5.0,3.0
420,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,4.0,6.0,3.0,7.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
421,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,6.0,6.0,3.0,5.0,4.0,6.0,4.0,2.0,7.0,4.0,6.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
422,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,6.0,3.0
423,6.0,5.0,1.0,2.0,3.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,3.0,3.0,3.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0
424,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0
425,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,6.0,7.0,6.0,4.0,7.0,6.0,2.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
426,5.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0
427,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,6.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0
428,3.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,2.0,2.0,7.0,6.0,3.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
429,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0
430,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0
431,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,7.0,6.0,3.0,3.0,7.0,7.0,3.0,3.0,7.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,3.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,6.0,6.0,2.0,3.0,5.0,6.0,5.0,2.0,6.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,5.0,3.0
434,6.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,6.0,4.0,2.0,3.0,2.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,4.0,7.0,7.0,7.0,6.0,6.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,4.0,4.0,6.0,7.0,6.0
435,5.0,4.0,3.0,3.0,4.0,7.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,4.0,6.0,6.0
436,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,6.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,6.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0
